CCI,Control,Pub,
CCI-001547,AC-2_j,NIST_SP_800-53,
CCI-001547,AC-2_j,NIST_SP_800-53_Revision_4,
CCI-000012,AC-2_j,NIST_SP_800-53,
CCI-000012,AC-2_j,NIST_SP_800-53_Revision_4,
CCI-002129,AC-2_k,NIST_SP_800-53_Revision_4,
CCI-001547,AC-2.1_(i),NIST_SP_800-53A,
CCI-000007,AC-2.1_(i),NIST_SP_800-53A,
CCI-000008,AC-2.1_(i),NIST_SP_800-53A,
CCI-000009,AC-2.1_(i),NIST_SP_800-53A,
CCI-000010,AC-2.1_(i),NIST_SP_800-53A,
CCI-000011,AC-2.1_(i),NIST_SP_800-53A,
CCI-000012,AC-2.1_(i),NIST_SP_800-53A,
CCI-000013,AC-2.1_(i),NIST_SP_800-53A,
CCI-000014,AC-2.1_(i),NIST_SP_800-53A,
CCI-000237,AC-2.1_(i),NIST_SP_800-53A,
CCI-001354,AC-2.1_(i),NIST_SP_800-53A,
CCI-001355,AC-2.1_(i),NIST_SP_800-53A,
CCI-000095,AC-20_(1)_(a),NIST_SP_800-53,
CCI-001467,AC-20_(1)_(a),NIST_SP_800-53,
CCI-001468,AC-20_(1)_(a),NIST_SP_800-53,
CCI-001469,AC-20_(1)_(a),NIST_SP_800-53,
CCI-002333,AC-20_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-002334,AC-20_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-002335,AC-20_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-002336,AC-20_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-000096,AC-20_(1)_(b),NIST_SP_800-53,
CCI-002337,AC-20_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-000095,AC-20_(1).1,NIST_SP_800-53A,
CCI-000096,AC-20_(1).1,NIST_SP_800-53A,
CCI-001467,AC-20_(1).1,NIST_SP_800-53A,
CCI-001468,AC-20_(1).1,NIST_SP_800-53A,
CCI-001469,AC-20_(1).1,NIST_SP_800-53A,
CCI-000097,AC-20_(2),NIST_SP_800-53,
CCI-000097,AC-20_(2),NIST_SP_800-53_Revision_4,
CCI-000097,AC-20_(2).1,NIST_SP_800-53A,
CCI-002338,AC-20_(3),NIST_SP_800-53_Revision_4,
CCI-002339,AC-20_(4),NIST_SP_800-53_Revision_4,
CCI-002340,AC-20_(4),NIST_SP_800-53_Revision_4,
CCI-000093,AC-20_a,NIST_SP_800-53,
CCI-000093,AC-20_a,NIST_SP_800-53_Revision_4,
CCI-000094,AC-20_b,NIST_SP_800-53,
CCI-001465,AC-20_b,NIST_SP_800-53,
CCI-001466,AC-20_b,NIST_SP_800-53,
CCI-002332,AC-20_b,NIST_SP_800-53_Revision_4,
CCI-000093,AC-20.1,NIST_SP_800-53A,
CCI-000094,AC-20.1,NIST_SP_800-53A,
CCI-001465,AC-20.1,NIST_SP_800-53A,
CCI-001466,AC-20.1,NIST_SP_800-53A,
CCI-000099,AC-21_(1),NIST_SP_800-53,
CCI-000099,AC-21_(1),NIST_SP_800-53_Revision_4,
CCI-000099,AC-21_(1).1,NIST_SP_800-53A,
CCI-002341,AC-21_(2),NIST_SP_800-53_Revision_4,
CCI-002342,AC-21_(2),NIST_SP_800-53_Revision_4,
CCI-000098,AC-21_a,NIST_SP_800-53,
CCI-000098,AC-21_a,NIST_SP_800-53_Revision_4,
CCI-001470,AC-21_a,NIST_SP_800-53,
CCI-001470,AC-21_a,NIST_SP_800-53_Revision_4,
CCI-001471,AC-21_b,NIST_SP_800-53,
CCI-001471,AC-21_b,NIST_SP_800-53_Revision_4,
CCI-001472,AC-21_b,NIST_SP_800-53,
CCI-001472,AC-21_b,NIST_SP_800-53_Revision_4,
CCI-001470,AC-21.1_(i),NIST_SP_800-53A,
CCI-000098,AC-21.1_(ii),NIST_SP_800-53A,
CCI-001472,AC-21.1_(iii),NIST_SP_800-53A,
CCI-001471,AC-21.1_(iv),NIST_SP_800-53A,
CCI-001473,AC-22_a,NIST_SP_800-53,
CCI-001473,AC-22_a,NIST_SP_800-53_Revision_4,
CCI-001474,AC-22_b,NIST_SP_800-53,
CCI-001474,AC-22_b,NIST_SP_800-53_Revision_4,
CCI-001475,AC-22_c,NIST_SP_800-53,
CCI-001475,AC-22_c,NIST_SP_800-53_Revision_4,
CCI-001476,AC-22_d,NIST_SP_800-53,
CCI-001476,AC-22_d,NIST_SP_800-53_Revision_4,
CCI-001477,AC-22_d,NIST_SP_800-53,
CCI-001477,AC-22_d,NIST_SP_800-53_Revision_4,
CCI-001478,AC-22_d,NIST_SP_800-53_Revision_4,
CCI-001478,AC-22_e,NIST_SP_800-53,
CCI-001473,AC-22.1_(i),NIST_SP_800-53A,
CCI-001474,AC-22.1_(ii),NIST_SP_800-53A,
CCI-001477,AC-22.1_(ii),NIST_SP_800-53A,
CCI-001475,AC-22.1_(iii),NIST_SP_800-53A,
CCI-001476,AC-22.1_(iv),NIST_SP_800-53A,
CCI-001478,AC-22.1_(v),NIST_SP_800-53A,
CCI-002343,AC-23,NIST_SP_800-53_Revision_4,
CCI-002344,AC-23,NIST_SP_800-53_Revision_4,
CCI-002345,AC-23,NIST_SP_800-53_Revision_4,
CCI-002346,AC-23,NIST_SP_800-53_Revision_4,
CCI-002347,AC-23,NIST_SP_800-53_Revision_4,
CCI-002348,AC-24,NIST_SP_800-53_Revision_4,
CCI-002349,AC-24,NIST_SP_800-53_Revision_4,
CCI-002350,AC-24_(1),NIST_SP_800-53_Revision_4,
CCI-002351,AC-24_(1),NIST_SP_800-53_Revision_4,
CCI-002352,AC-24_(1),NIST_SP_800-53_Revision_4,
CCI-002353,AC-24_(1),NIST_SP_800-53_Revision_4,
CCI-002354,AC-24_(2),NIST_SP_800-53_Revision_4,
CCI-002355,AC-24_(2),NIST_SP_800-53_Revision_4,
CCI-002356,AC-25,NIST_SP_800-53_Revision_4,
CCI-002357,AC-25,NIST_SP_800-53_Revision_4,
CCI-002358,AC-25,NIST_SP_800-53_Revision_4,
CCI-002359,AC-25,NIST_SP_800-53_Revision_4,
CCI-000213,AC-3,NIST_SP_800-53,
CCI-000213,AC-3,NIST_SP_800-53_Revision_4,
CCI-001408,AC-3,NIST_SP_800-53A,
CCI-002185,AC-3_(10),NIST_SP_800-53_Revision_4,
CCI-002186,AC-3_(10),NIST_SP_800-53_Revision_4,
CCI-000021,AC-3_(2),NIST_SP_800-53,
CCI-000021,AC-3_(2),NIST_SP_800-53_Revision_4,
CCI-001408,AC-3_(2),NIST_SP_800-53,
CCI-001408,AC-3_(2),NIST_SP_800-53_Revision_4,
CCI-002152,AC-3_(2),NIST_SP_800-53_Revision_4,
CCI-000021,AC-3_(2).1_(ii),NIST_SP_800-53A,
CCI-001409,AC-3_(3),NIST_SP_800-53,
CCI-001410,AC-3_(3),NIST_SP_800-53,
CCI-002153,AC-3_(3),NIST_SP_800-53_Revision_4,
CCI-003014,AC-3_(3),NIST_SP_800-53_Revision_4,
CCI-000022,AC-3_(3)_(a),NIST_SP_800-53,
CCI-002154,AC-3_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-002155,AC-3_(3)_(b)_(1),NIST_SP_800-53_Revision_4,
CCI-002156,AC-3_(3)_(b)_(2),NIST_SP_800-53_Revision_4,
CCI-002157,AC-3_(3)_(b)_(3),NIST_SP_800-53_Revision_4,
CCI-002158,AC-3_(3)_(b)_(4),NIST_SP_800-53_Revision_4,
CCI-002159,AC-3_(3)_(b)_(4),NIST_SP_800-53_Revision_4,
CCI-002160,AC-3_(3)_(b)_(5),NIST_SP_800-53_Revision_4,
CCI-002161,AC-3_(3)_(c),NIST_SP_800-53_Revision_4,
CCI-002162,AC-3_(3)_(c),NIST_SP_800-53_Revision_4,
CCI-003015,AC-3_(3)_(c),NIST_SP_800-53_Revision_4,
CCI-001410,AC-3_(3).1_(i),NIST_SP_800-53A,
CCI-001409,AC-3_(3).1_(ii),NIST_SP_800-53A,
CCI-000022,AC-3_(3).1_(iii),NIST_SP_800-53A,
CCI-001362,AC-3_(4),NIST_SP_800-53,
CCI-001693,AC-3_(4),NIST_SP_800-53,
CCI-001694,AC-3_(4),NIST_SP_800-53,
CCI-002163,AC-3_(4),NIST_SP_800-53_Revision_4,
CCI-002164,AC-3_(4),NIST_SP_800-53_Revision_4,
CCI-002165,AC-3_(4),NIST_SP_800-53_Revision_4,
CCI-001363,AC-3_(4)_(a),NIST_SP_800-53,
CCI-000214,AC-3_(4)_(b),NIST_SP_800-53,
CCI-000215,AC-3_(4)_(c),NIST_SP_800-53,
CCI-000214,AC-3_(4).1,NIST_SP_800-53A,
CCI-000215,AC-3_(4).1,NIST_SP_800-53A,
CCI-001362,AC-3_(4).1,NIST_SP_800-53A,
CCI-001363,AC-3_(4).1,NIST_SP_800-53A,
CCI-001693,AC-3_(4).1,NIST_SP_800-53A,
CCI-001694,AC-3_(4).1,NIST_SP_800-53A,
CCI-000024,AC-3_(5),NIST_SP_800-53,
CCI-000024,AC-3_(5),NIST_SP_800-53_Revision_4,
CCI-001411,AC-3_(5),NIST_SP_800-53,
CCI-001411,AC-3_(5),NIST_SP_800-53_Revision_4,
CCI-001411,AC-3_(5).1_(i),NIST_SP_800-53A,
CCI-000024,AC-3_(5).1_(ii),NIST_SP_800-53A,
CCI-001412,AC-3_(6),NIST_SP_800-53,
CCI-001413,AC-3_(6),NIST_SP_800-53,
CCI-001366,AC-3_(6),NIST_SP_800-53,
CCI-001367,AC-3_(6),NIST_SP_800-53,
CCI-001366,AC-3_(6).1_(i),NIST_SP_800-53A,
CCI-001367,AC-3_(6).1_(i),NIST_SP_800-53A,
CCI-001412,AC-3_(6).1_(ii),NIST_SP_800-53A,
CCI-001413,AC-3_(6).1_(ii),NIST_SP_800-53A,
CCI-002166,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002167,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002168,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002169,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002170,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002171,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002172,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002173,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002174,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002175,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002176,AC-3_(7),NIST_SP_800-53_Revision_4,
CCI-002177,AC-3_(8),NIST_SP_800-53_Revision_4,
CCI-002178,AC-3_(8),NIST_SP_800-53_Revision_4,
CCI-002179,AC-3_(8),NIST_SP_800-53_Revision_4,
CCI-002180,AC-3_(9)_(a),NIST_SP_800-53_Revision_4,
CCI-002181,AC-3_(9)_(a),NIST_SP_800-53_Revision_4,
CCI-002182,AC-3_(9)_(a),NIST_SP_800-53_Revision_4,
CCI-002183,AC-3_(9)_(b),NIST_SP_800-53_Revision_4,
CCI-002184,AC-3_(9)_(b),NIST_SP_800-53_Revision_4,
CCI-000213,AC-3.1,NIST_SP_800-53A,
CCI-001548,AC-4,NIST_SP_800-53,
CCI-001548,AC-4,NIST_SP_800-53_Revision_4,
CCI-001549,AC-4,NIST_SP_800-53,
CCI-001549,AC-4,NIST_SP_800-53_Revision_4,
CCI-001550,AC-4,NIST_SP_800-53,
CCI-001550,AC-4,NIST_SP_800-53_Revision_4,
CCI-001551,AC-4,NIST_SP_800-53,
CCI-001551,AC-4,NIST_SP_800-53_Revision_4,
CCI-001414,AC-4,NIST_SP_800-53,
CCI-001414,AC-4,NIST_SP_800-53_Revision_4,
CCI-001368,AC-4,NIST_SP_800-53,
CCI-001368,AC-4,NIST_SP_800-53_Revision_4,
CCI-000025,AC-4_(1),NIST_SP_800-53,
CCI-002187,AC-4_(1),NIST_SP_800-53_Revision_4,
CCI-002188,AC-4_(1),NIST_SP_800-53_Revision_4,
CCI-002189,AC-4_(1),NIST_SP_800-53_Revision_4,
CCI-002190,AC-4_(1),NIST_SP_800-53_Revision_4,
CCI-000025,AC-4_(1).1,NIST_SP_800-53A,
CCI-000034,AC-4_(1).1_(ii),NIST_SP_800-53A,
CCI-001553,AC-4_(10),NIST_SP_800-53,
CCI-001553,AC-4_(10),NIST_SP_800-53_Revision_4,
CCI-000034,AC-4_(10),NIST_SP_800-53,
CCI-000034,AC-4_(10),NIST_SP_800-53_Revision_4,
CCI-002199,AC-4_(10),NIST_SP_800-53_Revision_4,
CCI-001553,AC-4_(10).1_(i),NIST_SP_800-53A,
CCI-001554,AC-4_(11),NIST_SP_800-53,
CCI-001554,AC-4_(11),NIST_SP_800-53_Revision_4,
CCI-000035,AC-4_(11),NIST_SP_800-53,
CCI-000035,AC-4_(11),NIST_SP_800-53_Revision_4,
CCI-001554,AC-4_(11).1_(i),NIST_SP_800-53A,
CCI-000035,AC-4_(11).1_(ii),NIST_SP_800-53A,
CCI-000218,AC-4_(12),NIST_SP_800-53,
CCI-002200,AC-4_(12),NIST_SP_800-53_Revision_4,
CCI-002201,AC-4_(12),NIST_SP_800-53_Revision_4,
CCI-000218,AC-4_(12).1,NIST_SP_800-53A,
CCI-000219,AC-4_(13),NIST_SP_800-53,
CCI-000219,AC-4_(13),NIST_SP_800-53_Revision_4,
CCI-002202,AC-4_(13),NIST_SP_800-53_Revision_4,
CCI-000219,AC-4_(13).1,NIST_SP_800-53A,
CCI-001371,AC-4_(14),NIST_SP_800-53,
CCI-001371,AC-4_(14),NIST_SP_800-53_Revision_4,
CCI-001372,AC-4_(14),NIST_SP_800-53,
CCI-001372,AC-4_(14),NIST_SP_800-53_Revision_4,
CCI-001371,AC-4_(14).1_(i),NIST_SP_800-53A,
CCI-001372,AC-4_(14).1_(ii),NIST_SP_800-53A,
CCI-001373,AC-4_(15),NIST_SP_800-53,
CCI-001373,AC-4_(15),NIST_SP_800-53_Revision_4,
CCI-001374,AC-4_(15),NIST_SP_800-53,
CCI-001374,AC-4_(15),NIST_SP_800-53_Revision_4,
CCI-002203,AC-4_(15),NIST_SP_800-53_Revision_4,
CCI-002204,AC-4_(15),NIST_SP_800-53_Revision_4,
CCI-001373,AC-4_(15).1_(i),NIST_SP_800-53A,
CCI-001374,AC-4_(15).1_(ii),NIST_SP_800-53A,
CCI-000221,AC-4_(16),NIST_SP_800-53,
CCI-000221,AC-4_(16).1,NIST_SP_800-53A,
CCI-002205,AC-4_(17),NIST_SP_800-53_Revision_4,
CCI-002206,AC-4_(17),NIST_SP_800-53_Revision_4,
CCI-002207,AC-4_(17),NIST_SP_800-53_Revision_4,
CCI-002208,AC-4_(17),NIST_SP_800-53_Revision_4,
CCI-001555,AC-4_(17)_(a),NIST_SP_800-53,
CCI-001556,AC-4_(17)_(a),NIST_SP_800-53,
CCI-001376,AC-4_(17)_(a),NIST_SP_800-53,
CCI-001377,AC-4_(17)_(a),NIST_SP_800-53,
CCI-000223,AC-4_(17)_(b),NIST_SP_800-53,
CCI-000224,AC-4_(17)_(c),NIST_SP_800-53,
CCI-001557,AC-4_(17)_c,NIST_SP_800-53,
CCI-001376,AC-4_(17).1_(i),NIST_SP_800-53A,
CCI-001377,AC-4_(17).1_(ii),NIST_SP_800-53A,
CCI-001555,AC-4_(17).1_(iii),NIST_SP_800-53A,
CCI-001556,AC-4_(17).1_(iv),NIST_SP_800-53A,
CCI-000223,AC-4_(17).1_(v),NIST_SP_800-53A,
CCI-000224,AC-4_(17).1_(vi),NIST_SP_800-53A,
CCI-001557,AC-4_(17).1_(vii),NIST_SP_800-53A,
CCI-002209,AC-4_(18),NIST_SP_800-53_Revision_4,
CCI-002210,AC-4_(18),NIST_SP_800-53_Revision_4,
CCI-002211,AC-4_(19),NIST_SP_800-53_Revision_4,
CCI-000026,AC-4_(2),NIST_SP_800-53,
CCI-000026,AC-4_(2),NIST_SP_800-53_Revision_4,
CCI-002191,AC-4_(2),NIST_SP_800-53_Revision_4,
CCI-000026,AC-4_(2).1,NIST_SP_800-53A,
CCI-002212,AC-4_(20),NIST_SP_800-53_Revision_4,
CCI-002213,AC-4_(20),NIST_SP_800-53_Revision_4,
CCI-002214,AC-4_(20),NIST_SP_800-53_Revision_4,
CCI-002215,AC-4_(21),NIST_SP_800-53_Revision_4,
CCI-002216,AC-4_(21),NIST_SP_800-53_Revision_4,
CCI-002217,AC-4_(21),NIST_SP_800-53_Revision_4,
CCI-002218,AC-4_(22),NIST_SP_800-53_Revision_4,
CCI-001552,AC-4_(3),NIST_SP_800-53,
CCI-000027,AC-4_(3),NIST_SP_800-53,
CCI-000027,AC-4_(3),NIST_SP_800-53_Revision_4,
CCI-002192,AC-4_(3),NIST_SP_800-53_Revision_4,
CCI-001552,AC-4_(3).1_(i),NIST_SP_800-53A,
CCI-000027,AC-4_(3).1_(ii),NIST_SP_800-53A,
CCI-000028,AC-4_(4),NIST_SP_800-53,
CCI-000028,AC-4_(4),NIST_SP_800-53_Revision_4,
CCI-002193,AC-4_(4),NIST_SP_800-53_Revision_4,
CCI-000028,AC-4_(4).1,NIST_SP_800-53A,
CCI-000029,AC-4_(5),NIST_SP_800-53,
CCI-000029,AC-4_(5),NIST_SP_800-53_Revision_4,
CCI-001415,AC-4_(5),NIST_SP_800-53,
CCI-001415,AC-4_(5),NIST_SP_800-53_Revision_4,
CCI-001415,AC-4_(5).1_(i),NIST_SP_800-53A,
CCI-000029,AC-4_(5).1_(ii),NIST_SP_800-53A,
CCI-000030,AC-4_(6),NIST_SP_800-53,
CCI-000030,AC-4_(6),NIST_SP_800-53_Revision_4,
CCI-002194,AC-4_(6),NIST_SP_800-53_Revision_4,
CCI-000030,AC-4_(6).1,NIST_SP_800-53A,
CCI-000031,AC-4_(7),NIST_SP_800-53,
CCI-000031,AC-4_(7),NIST_SP_800-53_Revision_4,
CCI-001416,AC-4_(7),NIST_SP_800-53,
CCI-001416,AC-4_(7),NIST_SP_800-53_Revision_4,
CCI-001416,AC-4_(7).1_(i),NIST_SP_800-53A,
CCI-000031,AC-4_(7).1_(ii),NIST_SP_800-53A,
CCI-000032,AC-4_(8),NIST_SP_800-53,
CCI-000032,AC-4_(8),NIST_SP_800-53_Revision_4,
CCI-001417,AC-4_(8),NIST_SP_800-53,
CCI-001417,AC-4_(8),NIST_SP_800-53_Revision_4,
CCI-002195,AC-4_(8),NIST_SP_800-53_Revision_4,
CCI-001417,AC-4_(8).1_(i),NIST_SP_800-53A,
CCI-000032,AC-4_(8).1_(ii),NIST_SP_800-53A,
CCI-000033,AC-4_(9),NIST_SP_800-53,
CCI-001418,AC-4_(9),NIST_SP_800-53,
CCI-002196,AC-4_(9),NIST_SP_800-53_Revision_4,
CCI-002197,AC-4_(9),NIST_SP_800-53_Revision_4,
CCI-002198,AC-4_(9),NIST_SP_800-53_Revision_4,
CCI-001418,AC-4_(9).1_(i),NIST_SP_800-53A,
CCI-000033,AC-4_(9).1_(ii),NIST_SP_800-53A,
CCI-001548,AC-4.1_(i),NIST_SP_800-53A,
CCI-001549,AC-4.1_(i),NIST_SP_800-53A,
CCI-001550,AC-4.1_(ii),NIST_SP_800-53A,
CCI-001551,AC-4.1_(ii),NIST_SP_800-53A,
CCI-001414,AC-4.1_(iii),NIST_SP_800-53A,
CCI-001368,AC-4.1_(iii),NIST_SP_800-53A,
CCI-000036,AC-5_a,NIST_SP_800-53,
CCI-000036,AC-5_a,NIST_SP_800-53_Revision_4,
CCI-002219,AC-5_a,NIST_SP_800-53_Revision_4,
CCI-001380,AC-5_b,NIST_SP_800-53,
CCI-001380,AC-5_b,NIST_SP_800-53_Revision_4,
CCI-000037,AC-5_c,NIST_SP_800-53,
CCI-002220,AC-5_c,NIST_SP_800-53_Revision_4,
CCI-000036,AC-5.1_(i),NIST_SP_800-53A,
CCI-001380,AC-5.1_(ii),NIST_SP_800-53A,
CCI-000037,AC-5.1_(iii),NIST_SP_800-53A,
CCI-000225,AC-6,NIST_SP_800-53,
CCI-000225,AC-6,NIST_SP_800-53_Revision_4,
CCI-001558,AC-6_(1),NIST_SP_800-53,
CCI-001558,AC-6_(1),NIST_SP_800-53_Revision_4,
CCI-000038,AC-6_(1),NIST_SP_800-53,
CCI-002221,AC-6_(1),NIST_SP_800-53_Revision_4,
CCI-002222,AC-6_(1),NIST_SP_800-53_Revision_4,
CCI-002223,AC-6_(1),NIST_SP_800-53_Revision_4,
CCI-001558,AC-6_(1).1_(i),NIST_SP_800-53A,
CCI-000038,AC-6_(1).1_(ii),NIST_SP_800-53A,
CCI-002235,AC-6_(10),NIST_SP_800-53_Revision_4,
CCI-000039,AC-6_(2),NIST_SP_800-53,
CCI-000039,AC-6_(2),NIST_SP_800-53_Revision_4,
CCI-000040,AC-6_(2),NIST_SP_800-53,
CCI-001419,AC-6_(2),NIST_SP_800-53,
CCI-001419,AC-6_(2),NIST_SP_800-53_Revision_4,
CCI-001419,AC-6_(2).1_(i),NIST_SP_800-53A,
CCI-000039,AC-6_(2).1_(ii),NIST_SP_800-53A,
CCI-000040,AC-6_(2).1_(iii),NIST_SP_800-53A,
CCI-000041,AC-6_(3),NIST_SP_800-53,
CCI-000041,AC-6_(3),NIST_SP_800-53_Revision_4,
CCI-000042,AC-6_(3),NIST_SP_800-53,
CCI-000042,AC-6_(3),NIST_SP_800-53_Revision_4,
CCI-001420,AC-6_(3),NIST_SP_800-53,
CCI-001420,AC-6_(3),NIST_SP_800-53_Revision_4,
CCI-002224,AC-6_(3),NIST_SP_800-53_Revision_4,
CCI-001420,AC-6_(3).1_(i),NIST_SP_800-53A,
CCI-000041,AC-6_(3).1_(ii),NIST_SP_800-53A,
CCI-000042,AC-6_(3).1_(iii),NIST_SP_800-53A,
CCI-000226,AC-6_(4),NIST_SP_800-53,
CCI-002225,AC-6_(4),NIST_SP_800-53_Revision_4,
CCI-000226,AC-6_(4).1,NIST_SP_800-53A,
CCI-001421,AC-6_(5),NIST_SP_800-53,
CCI-002226,AC-6_(5),NIST_SP_800-53_Revision_4,
CCI-002227,AC-6_(5),NIST_SP_800-53_Revision_4,
CCI-001421,AC-6_(5).1,NIST_SP_800-53A,
CCI-001422,AC-6_(6),NIST_SP_800-53,
CCI-001422,AC-6_(6),NIST_SP_800-53_Revision_4,
CCI-001422,AC-6_(6).1,NIST_SP_800-53A,
CCI-002228,AC-6_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-002229,AC-6_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-002230,AC-6_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-002231,AC-6_(7)_(b),NIST_SP_800-53_Revision_4,
CCI-002232,AC-6_(8),NIST_SP_800-53_Revision_4,
CCI-002233,AC-6_(8),NIST_SP_800-53_Revision_4,
CCI-002234,AC-6_(9),NIST_SP_800-53_Revision_4,
CCI-000225,AC-6.1,NIST_SP_800-53A,
CCI-000043,AC-7,NIST_SP_800-53,
CCI-000043,AC-7,NIST_SP_800-53_Revision_4,
CCI-001423,AC-7,NIST_SP_800-53,
CCI-001423,AC-7,NIST_SP_800-53_Revision_4,
CCI-001382,AC-7_(2),NIST_SP_800-53,
CCI-001383,AC-7_(2),NIST_SP_800-53,
CCI-002239,AC-7_(2),NIST_SP_800-53_Revision_4,
CCI-002240,AC-7_(2),NIST_SP_800-53_Revision_4,
CCI-002241,AC-7_(2),NIST_SP_800-53_Revision_4,
CCI-002242,AC-7_(2),NIST_SP_800-53_Revision_4,
CCI-001382,AC-7_(2).1_(i),NIST_SP_800-53A,
CCI-001383,AC-7_(2).1_(i),NIST_SP_800-53A,
CCI-000044,AC-7_a,NIST_SP_800-53,
CCI-000044,AC-7_a,NIST_SP_800-53_Revision_4,
CCI-001452,AC-7_a,NIST_SP_800-53,
CCI-000045,AC-7_b,NIST_SP_800-53,
CCI-000046,AC-7_b,NIST_SP_800-53,
CCI-000047,AC-7_b,NIST_SP_800-53,
CCI-002236,AC-7_b,NIST_SP_800-53_Revision_4,
CCI-002237,AC-7_b,NIST_SP_800-53_Revision_4,
CCI-002238,AC-7_b,NIST_SP_800-53_Revision_4,
CCI-000043,AC-7.1_(i),NIST_SP_800-53A,
CCI-001423,AC-7.1_(i),NIST_SP_800-53A,
CCI-000044,AC-7.1_(ii),NIST_SP_800-53A,
CCI-001452,AC-7.1_(ii),NIST_SP_800-53A,
CCI-000045,AC-7.1_(iii),NIST_SP_800-53A,
CCI-000046,AC-7.1_(iv),NIST_SP_800-53A,
CCI-000047,AC-7.1_(iv),NIST_SP_800-53A,
CCI-000048,AC-8_a,NIST_SP_800-53,
CCI-000048,AC-8_a,NIST_SP_800-53_Revision_4,
CCI-000049,AC-8_a,NIST_SP_800-53,
CCI-000051,AC-8_a,NIST_SP_800-53,
CCI-002247,AC-8_a,NIST_SP_800-53_Revision_4,
CCI-002243,AC-8_a_1,NIST_SP_800-53_Revision_4,
CCI-002244,AC-8_a_2,NIST_SP_800-53_Revision_4,
CCI-002245,AC-8_a_3,NIST_SP_800-53_Revision_4,
CCI-002246,AC-8_a_4,NIST_SP_800-53_Revision_4,
CCI-000050,AC-8_b,NIST_SP_800-53,
CCI-000050,AC-8_b,NIST_SP_800-53_Revision_4,
CCI-001384,AC-8_c,NIST_SP_800-53,
CCI-001385,AC-8_c,NIST_SP_800-53,
CCI-001386,AC-8_c,NIST_SP_800-53,
CCI-001387,AC-8_c,NIST_SP_800-53,
CCI-001388,AC-8_c,NIST_SP_800-53,
CCI-001384,AC-8_c_1,NIST_SP_800-53_Revision_4,
CCI-002248,AC-8_c_1,NIST_SP_800-53_Revision_4,
CCI-001385,AC-8_c_2,NIST_SP_800-53_Revision_4,
CCI-001386,AC-8_c_2,NIST_SP_800-53_Revision_4,
CCI-001387,AC-8_c_2,NIST_SP_800-53_Revision_4,
CCI-001388,AC-8_c_3,NIST_SP_800-53_Revision_4,
CCI-000049,AC-8.1_(i),NIST_SP_800-53A,
CCI-000051,AC-8.1_(i),NIST_SP_800-53A,
CCI-000048,AC-8.1_(ii),NIST_SP_800-53A,
CCI-000050,AC-8.1_(iii),NIST_SP_800-53A,
CCI-001384,AC-8.2_(i),NIST_SP_800-53A,
CCI-001385,AC-8.2_(ii),NIST_SP_800-53A,
CCI-001386,AC-8.2_(ii),NIST_SP_800-53A,
CCI-001387,AC-8.2_(ii),NIST_SP_800-53A,
CCI-001388,AC-8.2_(iii),NIST_SP_800-53A,
CCI-000052,AC-9,NIST_SP_800-53,
CCI-000052,AC-9,NIST_SP_800-53_Revision_4,
CCI-000053,AC-9_(1),NIST_SP_800-53,
CCI-000053,AC-9_(1),NIST_SP_800-53_Revision_4,
CCI-000053,AC-9_(1).1,NIST_SP_800-53A,
CCI-001389,AC-9_(2),NIST_SP_800-53,
CCI-001389,AC-9_(2),NIST_SP_800-53_Revision_4,
CCI-001390,AC-9_(2),NIST_SP_800-53,
CCI-001390,AC-9_(2),NIST_SP_800-53_Revision_4,
CCI-001391,AC-9_(2),NIST_SP_800-53,
CCI-001391,AC-9_(2),NIST_SP_800-53_Revision_4,
CCI-001392,AC-9_(2),NIST_SP_800-53,
CCI-001392,AC-9_(2),NIST_SP_800-53_Revision_4,
CCI-001389,AC-9_(2).1_(i),NIST_SP_800-53A,
CCI-001390,AC-9_(2).1_(i),NIST_SP_800-53A,
CCI-001391,AC-9_(2).1_(ii),NIST_SP_800-53A,
CCI-001392,AC-9_(2).1_(ii),NIST_SP_800-53A,
CCI-001393,AC-9_(3),NIST_SP_800-53,
CCI-001393,AC-9_(3),NIST_SP_800-53_Revision_4,
CCI-001394,AC-9_(3),NIST_SP_800-53,
CCI-001394,AC-9_(3),NIST_SP_800-53_Revision_4,
CCI-001395,AC-9_(3),NIST_SP_800-53,
CCI-001395,AC-9_(3),NIST_SP_800-53_Revision_4,
CCI-001394,AC-9_(3).1_(i),NIST_SP_800-53A,
